Var1;Var2;value;Source;Target;weight
TST;EDS;0;27;9;0
BDI;EDS;0;28;9;0
KSS;EDS;-0.133982968;29;9;0.133982968
Sleep Duration;EDS;0.058932762;30;9;0
ERP;EDS;-0.043995529;31;9;0
FOSQ;EDS;0;32;9;0
Neuropsy;EDS;0;33;9;0
ODI;EDS;0;34;9;0
SF36;EDS;0;35;9;0
traumatic brain injury;EDS;0;36;9;0
FSS;EDS;0;37;9;0
Sleep Behavior;EDS;0.054437785;38;9;0
SSS;EDS;-0.084144277;39;9;0
night time sleep;EDS;0.027864931;40;9;0
MRI;EDS;0;41;9;0
sleep wake disturbances;EDS;0.029524946;42;9;0
parasomnia;EDS;0;43;9;0
lowest oxygen saturation;EDS;-0.059287181;44;9;0
upper airway resistance;EDS;0;45;9;0
prevalence sleep disorders;EDS;0.040352683;46;9;0
Nervous system;EDS;0;47;9;0
stop bang questionnaire;EDS;-0.035467844;48;9;0
slow wave sleep;EDS;0;49;9;0
sleep breathing disorders;EDS;0.031015109;50;9;0
upper airway obstruction;EDS;0;51;9;0
motor vehicle accidents;EDS;0;52;9;0
sleep wake cycle;EDS;0;53;9;0
circadian rhythm sleep;EDS;0;54;9;0
Neurophysiology;EDS;0;55;9;0
patients moderate severe;EDS;-0.022305297;56;9;0
sleep habits questionnaire;EDS;0;57;9;0
VAS;EDS;-0.099367803;58;9;0.099367803
patients mild moderate;EDS;0;59;9;0
activities daily living;EDS;0;60;9;0
index sleepiness scale;EDS;-0.030232338;61;9;0
difficulty falling asleep;EDS;0.03721358;62;9;0
heart rate variability;EDS;0;63;9;0
sleepiness scale score;EDS;-0.006584486;64;9;0
patients obstructive syndrome;EDS;0;65;9;0
UPDRS;EDS;0;66;9;0
Classification of sleep disorders;EDS;0.036722071;67;9;0
sleep disorders common;EDS;0.035455266;68;9;0
sleep index sleepiness;EDS;0;69;9;0
sleep time sleep;EDS;0;70;9;0
mild moderate severe;EDS;0;71;9;0
HAD;EDS;-0.033457792;72;9;0
sleepiness sleepiness scale;EDS;0;73;9;0
Classification of sleep disorders;EDS;0.036985616;67;9;0
sleep disorder characterized;EDS;0.054881659;75;9;0
quality index sleepiness;EDS;0;76;9;0
CPAP;PSG;0.111318874;1;10;0.111318874
sleep index sleepiness;index sleepiness scale;0.371410535;69;61;0.371410535
ESS;PSG;0.164323765;3;10;0.164323765
OSAS;PSG;0.325097907;4;10;0.325097907
PD;PSG;-0.037639163;5;10;0
RLS;PSG;0;6;10;0
ADHD;PSG;0;7;10;0
SDB;PSG;0.109958186;8;10;0.109958186
EDS;PSG;-0.018903745;9;10;0
REM;PSG;0.183775694;11;10;0.183775694
EEG;PSG;0;12;10;0
Insomnia;PSG;-0.044747668;13;10;0
QoL;PSG;-0.031125726;14;10;0
Arousal;PSG;0.157597167;15;10;0.157597167
PSQI;PSG;0;16;10;0
MSLT;PSG;0.1804557;17;10;0.1804557
Narcolepsy;PSG;0;18;10;0
PVT;PSG;0;19;10;0
Hypersomnia;PSG;0.016763837;20;10;0
Sleep Quality;PSG;-0.040422211;21;10;0
RDI;PSG;0.13299946;22;10;0.13299946
BMI;PSG;0.16590439;23;10;0.16590439
children;PSG;-0.035668716;24;10;0
MWT;PSG;0;25;10;0
ISI;PSG;0;26;10;0
TST;PSG;0.105410877;27;10;0.105410877
BDI;PSG;0;28;10;0
KSS;PSG;-0.049838731;29;10;0
Sleep Duration;PSG;-0.080348126;30;10;0
ERP;PSG;0;31;10;0
FOSQ;PSG;0;32;10;0
Neuropsy;PSG;-0.018423118;33;10;0
ODI;PSG;0.080869958;34;10;0
SF36;PSG;0;35;10;0
traumatic brain injury;PSG;0;36;10;0
FSS;PSG;0;37;10;0
Sleep Behavior;PSG;0;38;10;0
SSS;PSG;-0.023433043;39;10;0
night time sleep;PSG;0;40;10;0
MRI;PSG;0;41;10;0
sleep wake disturbances;PSG;0;42;10;0
parasomnia;PSG;0.007545515;43;10;0
lowest oxygen saturation;PSG;0.063468119;44;10;0
upper airway resistance;PSG;0.053068971;45;10;0
prevalence sleep disorders;PSG;0;46;10;0
Nervous system;PSG;-0.024544973;47;10;0
stop bang questionnaire;PSG;0.047157538;48;10;0
slow wave sleep;PSG;0.093014761;49;10;0.093014761
sleep breathing disorders;PSG;0.040302736;50;10;0
upper airway obstruction;PSG;0;51;10;0
motor vehicle accidents;PSG;-0.017764644;52;10;0
sleep wake cycle;PSG;-0.025444382;53;10;0
circadian rhythm sleep;PSG;0;54;10;0
Neurophysiology;PSG;0;55;10;0
patients moderate severe;PSG;0.054521936;56;10;0
sleep habits questionnaire;PSG;-0.025456023;57;10;0
VAS;PSG;0;58;10;0
patients mild moderate;PSG;0.066427634;59;10;0
activities daily living;PSG;0;60;10;0
index sleepiness scale;PSG;0;61;10;0
difficulty falling asleep;PSG;-0.023710739;62;10;0
heart rate variability;PSG;0;63;10;0
sleepiness scale score;PSG;0.041682364;64;10;0
patients obstructive syndrome;PSG;0.052672917;65;10;0
UPDRS;PSG;0;66;10;0
Classification of sleep disorders;PSG;0.002663831;67;10;0
sleep disorders common;PSG;0.011760615;68;10;0
sleep index sleepiness;PSG;0;69;10;0
sleep time sleep;PSG;0.051758249;70;10;0
mild moderate severe;PSG;0.08631248;71;10;0.08631248
HAD;PSG;0;72;10;0
sleepiness sleepiness scale;PSG;0;73;10;0
Classification of sleep disorders;PSG;0.006752118;67;10;0
sleep disorder characterized;PSG;0;75;10;0
quality index sleepiness;PSG;0;76;10;0
CPAP;REM;-0.058800217;1;11;0
AHI;REM;-0.001568724;2;11;0
ESS;REM;-0.068037554;3;11;0
OSAS;REM;0;4;11;0
PD;REM;0.179771297;5;11;0.179771297
RLS;REM;0;6;11;0
ADHD;REM;-0.011944112;7;11;0
SDB;REM;0.004672662;8;11;0
EDS;REM;0;9;11;0
PSG;REM;0.183775694;10;11;0.183775694
EEG;REM;0.119844748;12;11;0.119844748
Insomnia;REM;-0.011531625;13;11;0
QoL;REM;-0.044142109;14;11;0
Arousal;REM;0.112842377;15;11;0.112842377
PSQI;REM;-0.037183535;16;11;0
MSLT;REM;0.177055306;17;11;0.177055306
Narcolepsy;REM;0.205434154;18;11;0.205434154
PVT;REM;0;19;11;0
Hypersomnia;REM;0.066009729;20;11;0
Sleep Quality;REM;-0.038055554;21;11;0
RDI;REM;0.004226782;22;11;0
BMI;REM;0;23;11;0
children;REM;-0.036314912;24;11;0
MWT;REM;0;25;11;0
ISI;REM;-0.026821552;26;11;0
TST;REM;0.191164027;27;11;0.191164027
BDI;REM;0;28;11;0
KSS;REM;-0.02460705;29;11;0
Sleep Duration;REM;-0.036846195;30;11;0
ERP;REM;0;31;11;0
FOSQ;REM;0;32;11;0
Neuropsy;REM;0;33;11;0
ODI;REM;0;34;11;0
SF36;REM;0;35;11;0
traumatic brain injury;REM;0;36;11;0
FSS;REM;0;37;11;0
Sleep Behavior;REM;0.287824354;38;11;0.287824354
SSS;REM;0;39;11;0
night time sleep;REM;0;40;11;0
MRI;REM;0;41;11;0
sleep wake disturbances;REM;0;42;11;0
parasomnia;REM;0.036573489;43;11;0
lowest oxygen saturation;REM;0;44;11;0
upper airway resistance;REM;0;45;11;0
prevalence sleep disorders;REM;0;46;11;0
Nervous system;REM;0;47;11;0
stop bang questionnaire;REM;-0.022520213;48;11;0
slow wave sleep;REM;0.204073552;49;11;0.204073552
sleep breathing disorders;REM;0;50;11;0
upper airway obstruction;REM;0;51;11;0
motor vehicle accidents;REM;0;52;11;0
sleep wake cycle;REM;0;53;11;0
circadian rhythm sleep;REM;0;54;11;0
Neurophysiology;REM;0;55;11;0
patients moderate severe;REM;0;56;11;0
sleep habits questionnaire;REM;-0.025670277;57;11;0
VAS;REM;-0.034035398;58;11;0
patients mild moderate;REM;0;59;11;0
activities daily living;REM;0;60;11;0
index sleepiness scale;REM;0;61;11;0
difficulty falling asleep;REM;-0.019113202;62;11;0
heart rate variability;REM;0;63;11;0
sleepiness scale score;REM;0;64;11;0
patients obstructive syndrome;REM;0;65;11;0
UPDRS;REM;0.038002592;66;11;0
Classification of sleep disorders;REM;0.034382637;67;11;0
sleep disorders common;REM;0.043217322;68;11;0
sleep index sleepiness;REM;0;69;11;0
sleep time sleep;REM;0.073515516;70;11;0
mild moderate severe;REM;0;71;11;0
HAD;REM;-0.023223024;72;11;0
sleepiness sleepiness scale;REM;0;73;11;0
Classification of sleep disorders;REM;0.037440585;67;11;0
sleep disorder characterized;REM;0.071583419;75;11;0
quality index sleepiness;REM;0;76;11;0
CPAP;EEG;-0.054817539;1;12;0
AHI;EEG;-0.071837472;2;12;0
ESS;EEG;-0.121748989;3;12;0.121748989
OSAS;EEG;-0.104821278;4;12;0.104821278
PD;EEG;-0.046408815;5;12;0
RLS;EEG;-0.034166312;6;12;0
ADHD;EEG;0;7;12;0
SDB;EEG;0;8;12;0
EDS;EEG;-0.09799477;9;12;0.09799477
PSG;EEG;0;10;12;0
REM;EEG;0.119844748;11;12;0.119844748
Insomnia;EEG;-0.054284084;13;12;0
QoL;EEG;-0.074754738;14;12;0
Arousal;EEG;0.112946003;15;12;0.112946003
PSQI;EEG;-0.050940726;16;12;0
MSLT;EEG;0.041938256;17;12;0
Narcolepsy;EEG;0;18;12;0
PVT;EEG;0.053288609;19;12;0
Hypersomnia;EEG;0;20;12;0
Sleep Quality;EEG;-0.06340986;21;12;0
RDI;EEG;0;22;12;0
BMI;EEG;-0.076836023;23;12;0
children;EEG;0;24;12;0
MWT;EEG;0;25;12;0
ISI;EEG;0;26;12;0
TST;EEG;0;27;12;0
BDI;EEG;-0.025824086;28;12;0
KSS;EEG;0.067521623;29;12;0
Sleep Duration;EEG;-0.03220895;30;12;0
ERP;EEG;0.089503769;31;12;0.089503769
FOSQ;EEG;0;32;12;0
Neuropsy;EEG;0;33;12;0
ODI;EEG;0;34;12;0
SF36;EEG;-0.033351147;35;12;0
traumatic brain injury;EEG;0;36;12;0
FSS;EEG;-0.026218163;37;12;0
Sleep Behavior;EEG;-0.029263292;38;12;0
SSS;EEG;0;39;12;0
night time sleep;EEG;0;40;12;0
MRI;EEG;0.023117461;41;12;0
sleep wake disturbances;EEG;0;42;12;0
parasomnia;EEG;0;43;12;0
lowest oxygen saturation;EEG;0;44;12;0
upper airway resistance;EEG;0.02908553;45;12;0
prevalence sleep disorders;EEG;0;46;12;0
Nervous system;EEG;0.02253858;47;12;0
stop bang questionnaire;EEG;0;48;12;0
slow wave sleep;EEG;0.084033553;49;12;0
sleep breathing disorders;EEG;0;50;12;0
upper airway obstruction;EEG;0;51;12;0
motor vehicle accidents;EEG;0;52;12;0
sleep wake cycle;EEG;0;53;12;0
circadian rhythm sleep;EEG;0;54;12;0
Neurophysiology;EEG;0.090761995;55;12;0.090761995
patients moderate severe;EEG;0;56;12;0
sleep habits questionnaire;EEG;0;57;12;0
VAS;EEG;0;58;12;0
patients mild moderate;EEG;0;59;12;0
activities daily living;EEG;0;60;12;0
index sleepiness scale;EEG;0;61;12;0
difficulty falling asleep;EEG;0;62;12;0
heart rate variability;EEG;0.047254385;63;12;0
sleepiness scale score;EEG;-0.027687151;64;12;0
patients obstructive syndrome;EEG;0;65;12;0
UPDRS;EEG;-0.022297332;66;12;0
Classification of sleep disorders;EEG;0;67;12;0
sleep disorders common;EEG;0;68;12;0
sleep index sleepiness;EEG;0;69;12;0
sleep time sleep;EEG;0;70;12;0
mild moderate severe;EEG;0;71;12;0
HAD;EEG;-0.021935797;72;12;0
sleepiness sleepiness scale;EEG;0;73;12;0
Classification of sleep disorders;EEG;0;67;12;0
sleep disorder characterized;EEG;0;75;12;0
quality index sleepiness;EEG;0;76;12;0
CPAP;Insomnia;-0.08831025;1;13;0.08831025
AHI;Insomnia;-0.118623075;2;13;0.118623075
ESS;Insomnia;-0.037535585;3;13;0
OSAS;Insomnia;-0.107157045;4;13;0.107157045
PD;Insomnia;0.004025469;5;13;0
RLS;Insomnia;0.156449858;6;13;0.156449858
ADHD;Insomnia;0;7;13;0
SDB;Insomnia;0;8;13;0
EDS;Insomnia;0.056238258;9;13;0
PSG;Insomnia;-0.044747668;10;13;0
REM;Insomnia;-0.011531625;11;13;0
EEG;Insomnia;-0.054284084;12;13;0
QoL;Insomnia;0;14;13;0
Arousal;Insomnia;0;15;13;0
PSQI;Insomnia;0.080603833;16;13;0
MSLT;Insomnia;-0.038461177;17;13;0
Narcolepsy;Insomnia;-0.048092338;18;13;0
PVT;Insomnia;-0.03929118;19;13;0
Hypersomnia;Insomnia;0;20;13;0
Sleep Quality;Insomnia;0.087142996;21;13;0.087142996
RDI;Insomnia;-0.034658067;22;13;0
BMI;Insomnia;-0.052896091;23;13;0
children;Insomnia;0;24;13;0
MWT;Insomnia;-0.037507449;25;13;0
index sleepiness scale;quality index sleepiness;0.374706188;61;76;0.374706188
TST;Insomnia;0.058439901;27;13;0
BDI;Insomnia;0.040339263;28;13;0
KSS;Insomnia;-0.044850421;29;13;0
Sleep Duration;Insomnia;0.079736878;30;13;0
ERP;Insomnia;0;31;13;0
FOSQ;Insomnia;0;32;13;0
Neuropsy;Insomnia;0;33;13;0
ODI;Insomnia;-0.039032873;34;13;0
SF36;Insomnia;0;35;13;0
traumatic brain injury;Insomnia;0;36;13;0
FSS;Insomnia;0.021082785;37;13;0
Sleep Behavior;Insomnia;0.059452321;38;13;0
SSS;Insomnia;-0.033587936;39;13;0
night time sleep;Insomnia;0;40;13;0
MRI;Insomnia;-0.043189452;41;13;0
sleep wake disturbances;Insomnia;0.042043387;42;13;0
parasomnia;Insomnia;0.061149736;43;13;0
lowest oxygen saturation;Insomnia;-0.030157392;44;13;0
upper airway resistance;Insomnia;0;45;13;0
prevalence sleep disorders;Insomnia;0.088892508;46;13;0.088892508
Nervous system;Insomnia;-0.008704654;47;13;0
stop bang questionnaire;Insomnia;0;48;13;0
slow wave sleep;Insomnia;0;49;13;0
sleep breathing disorders;Insomnia;0;50;13;0
upper airway obstruction;Insomnia;-0.032561682;51;13;0
motor vehicle accidents;Insomnia;0;52;13;0
sleep wake cycle;Insomnia;0;53;13;0
circadian rhythm sleep;Insomnia;0.090407934;54;13;0.090407934
Neurophysiology;Insomnia;0;55;13;0
patients moderate severe;Insomnia;-0.026679613;56;13;0
sleep habits questionnaire;Insomnia;0;57;13;0
VAS;Insomnia;-0.033200636;58;13;0
patients mild moderate;Insomnia;-0.025227225;59;13;0
activities daily living;Insomnia;0;60;13;0
index sleepiness scale;Insomnia;0.018628279;61;13;0
difficulty falling asleep;Insomnia;0.054095405;62;13;0
heart rate variability;Insomnia;0;63;13;0
sleepiness scale score;Insomnia;0;64;13;0
patients obstructive syndrome;Insomnia;-0.029477185;65;13;0
UPDRS;Insomnia;-0.018933883;66;13;0
Classification of sleep disorders;Insomnia;0.054240292;67;13;0
sleep disorders common;Insomnia;0.083943534;68;13;0
sleep index sleepiness;Insomnia;0.010859322;69;13;0
sleep time sleep;Insomnia;0;70;13;0
mild moderate severe;Insomnia;0;71;13;0
HAD;Insomnia;0.047551855;72;13;0
sleepiness sleepiness scale;Insomnia;0;73;13;0
Classification of sleep disorders;Insomnia;0.054765614;67;13;0
sleep disorder characterized;Insomnia;-0.012751483;75;13;0
quality index sleepiness;Insomnia;0;76;13;0
CPAP;QoL;0.088858662;1;14;0.088858662
AHI;QoL;0;2;14;0
ESS;QoL;0.075061168;3;14;0
OSAS;QoL;0.032960639;4;14;0
PD;QoL;0.056583321;5;14;0
RLS;QoL;0.02886235;6;14;0
ADHD;QoL;0;7;14;0
SDB;QoL;0;8;14;0
EDS;QoL;0;9;14;0
PSG;QoL;-0.031125726;10;14;0
REM;QoL;-0.044142109;11;14;0
EEG;QoL;-0.074754738;12;14;0
Insomnia;QoL;0;13;14;0
Arousal;QoL;-0.032267033;15;14;0
PSQI;QoL;0.073675456;16;14;0
MSLT;QoL;-0.064470209;17;14;0
Narcolepsy;QoL;-0.044085512;18;14;0
PVT;QoL;-0.044594571;19;14;0
Hypersomnia;QoL;-0.018053531;20;14;0
Sleep Quality;QoL;0.104807358;21;14;0.104807358
RDI;QoL;0;22;14;0
BMI;QoL;0;23;14;0
children;QoL;0;24;14;0
MWT;QoL;-0.012393386;25;14;0
ISI;QoL;0;26;14;0
TST;QoL;-0.055263534;27;14;0
BDI;QoL;0.07240672;28;14;0
KSS;QoL;-0.05076754;29;14;0
Sleep Duration;QoL;-0.060177882;30;14;0
ERP;QoL;-0.025654449;31;14;0
FOSQ;QoL;0.132391762;32;14;0.132391762
Neuropsy;QoL;0;33;14;0
ODI;QoL;0;34;14;0
SF36;QoL;0.3298695;35;14;0.3298695
traumatic brain injury;QoL;0;36;14;0
FSS;QoL;0.038967266;37;14;0
Sleep Behavior;QoL;0;38;14;0
SSS;QoL;-0.03757487;39;14;0
night time sleep;QoL;0;40;14;0
MRI;QoL;-0.040760747;41;14;0
sleep wake disturbances;QoL;0;42;14;0
parasomnia;QoL;0;43;14;0
lowest oxygen saturation;QoL;0;44;14;0
upper airway resistance;QoL;-0.023603777;45;14;0
prevalence sleep disorders;QoL;0.020118093;46;14;0
Nervous system;QoL;0;47;14;0
stop bang questionnaire;QoL;0;48;14;0
slow wave sleep;QoL;-0.023119954;49;14;0
sleep breathing disorders;QoL;0;50;14;0
upper airway obstruction;QoL;0;51;14;0
motor vehicle accidents;QoL;0;52;14;0
sleep wake cycle;QoL;-0.021907913;53;14;0
circadian rhythm sleep;QoL;0;54;14;0
Neurophysiology;QoL;0;55;14;0
patients moderate severe;QoL;0;56;14;0
sleep habits questionnaire;QoL;0;57;14;0
VAS;QoL;0.010597325;58;14;0
patients mild moderate;QoL;0;59;14;0
activities daily living;QoL;0.046623158;60;14;0
index sleepiness scale;QoL;0.016270323;61;14;0
difficulty falling asleep;QoL;0;62;14;0
heart rate variability;QoL;-0.024948403;63;14;0
sleepiness scale score;QoL;0;64;14;0
patients obstructive syndrome;QoL;0;65;14;0
UPDRS;QoL;0.054436173;66;14;0
Classification of sleep disorders;QoL;0;67;14;0
sleep disorders common;QoL;0;68;14;0
sleep index sleepiness;QoL;0.016621963;69;14;0
sleep time sleep;QoL;-0.015520912;70;14;0
mild moderate severe;QoL;0;71;14;0
HAD;QoL;0.050958764;72;14;0
sleepiness sleepiness scale;QoL;0.01775573;73;14;0
Classification of sleep disorders;QoL;0;67;14;0
sleep disorder characterized;QoL;0;75;14;0
quality index sleepiness;QoL;0.024419796;76;14;0
CPAP;Arousal;0;1;15;0
AHI;Arousal;0.091430205;2;15;0.091430205
ESS;Arousal;-0.032965337;3;15;0
OSAS;Arousal;0;4;15;0
PD;Arousal;-0.024949691;5;15;0
RLS;Arousal;0;6;15;0
ADHD;Arousal;0;7;15;0
SDB;Arousal;0;8;15;0
EDS;Arousal;-0.019763666;9;15;0
PSG;Arousal;0.157597167;10;15;0.157597167
REM;Arousal;0.112842377;11;15;0.112842377
EEG;Arousal;0.112946003;12;15;0.112946003
Insomnia;Arousal;0;13;15;0
QoL;Arousal;-0.032267033;14;15;0
PSQI;Arousal;-0.037339397;16;15;0
MSLT;Arousal;0.042336163;17;15;0
Narcolepsy;Arousal;-0.034249692;18;15;0
PVT;Arousal;0;19;15;0
Hypersomnia;Arousal;-0.015241359;20;15;0
Sleep Quality;Arousal;-0.015036466;21;15;0
RDI;Arousal;0.043086739;22;15;0
BMI;Arousal;0;23;15;0
children;Arousal;0;24;15;0
MWT;Arousal;0;25;15;0
ISI;Arousal;0;26;15;0
TST;Arousal;0;27;15;0
BDI;Arousal;0;28;15;0
KSS;Arousal;0;29;15;0
Sleep Duration;Arousal;-0.035388232;30;15;0
ERP;Arousal;0;31;15;0
FOSQ;Arousal;0;32;15;0
Neuropsy;Arousal;0;33;15;0
ODI;Arousal;0;34;15;0
SF36;Arousal;0;35;15;0
traumatic brain injury;Arousal;0;36;15;0
FSS;Arousal;0;37;15;0
Sleep Behavior;Arousal;-0.017838466;38;15;0
SSS;Arousal;0;39;15;0
night time sleep;Arousal;0;40;15;0
MRI;Arousal;0;41;15;0
sleep wake disturbances;Arousal;0;42;15;0
parasomnia;Arousal;0.012062771;43;15;0
lowest oxygen saturation;Arousal;0;44;15;0
upper airway resistance;Arousal;0.107376802;45;15;0.107376802
prevalence sleep disorders;Arousal;0;46;15;0
Nervous system;Arousal;0;47;15;0
stop bang questionnaire;Arousal;0;48;15;0
slow wave sleep;Arousal;0.093415706;49;15;0.093415706
sleep breathing disorders;Arousal;0;50;15;0
upper airway obstruction;Arousal;0;51;15;0
motor vehicle accidents;Arousal;0;52;15;0
sleep wake cycle;Arousal;0.002136432;53;15;0
circadian rhythm sleep;Arousal;0;54;15;0
Neurophysiology;Arousal;0.015104933;55;15;0
patients moderate severe;Arousal;0;56;15;0
sleep habits questionnaire;Arousal;0;57;15;0
VAS;Arousal;-0.02348482;58;15;0
patients mild moderate;Arousal;0;59;15;0
activities daily living;Arousal;0;60;15;0
index sleepiness scale;Arousal;0;61;15;0
difficulty falling asleep;Arousal;0;62;15;0
heart rate variability;Arousal;0.024540913;63;15;0
sleepiness scale score;Arousal;0;64;15;0
patients obstructive syndrome;Arousal;0;65;15;0
UPDRS;Arousal;0;66;15;0
Classification of sleep disorders;Arousal;0;67;15;0
sleep disorders common;Arousal;0;68;15;0
sleep index sleepiness;Arousal;0;69;15;0
sleep time sleep;Arousal;0.039536866;70;15;0
mild moderate severe;Arousal;0;71;15;0
HAD;Arousal;0;72;15;0
sleepiness sleepiness scale;Arousal;0;73;15;0
Classification of sleep disorders;Arousal;0;67;15;0
sleep disorder characterized;Arousal;0;75;15;0
quality index sleepiness;Arousal;0;76;15;0
CPAP;PSQI;-0.078129118;1;16;0
AHI;PSQI;-0.056253585;2;16;0
ESS;PSQI;0.308666141;3;16;0.308666141
OSAS;PSQI;-0.103706749;4;16;0.103706749
PD;PSQI;0.011212641;5;16;0
RLS;PSQI;0.056286618;6;16;0
ADHD;PSQI;0;7;16;0
SDB;PSQI;-0.030357811;8;16;0
EDS;PSQI;0;9;16;0
PSG;PSQI;0;10;16;0
REM;PSQI;-0.037183535;11;16;0
EEG;PSQI;-0.050940726;12;16;0
Insomnia;PSQI;0.080603833;13;16;0
QoL;PSQI;0.073675456;14;16;0
Arousal;PSQI;-0.037339397;15;16;0
MSLT;PSQI;-0.067324882;17;16;0
Narcolepsy;PSQI;-0.094016694;18;16;0.094016694
PVT;PSQI;0;19;16;0
Hypersomnia;PSQI;-0.046704861;20;16;0
quality index sleepiness;index sleepiness scale;0.374706188;76;61;0.374706188
RDI;PSQI;-0.02342248;22;16;0
BMI;PSQI;-0.020816954;23;16;0
children;PSQI;-0.028668932;24;16;0
MWT;PSQI;-0.021182764;25;16;0
ISI;PSQI;0.202635439;26;16;0.202635439
TST;PSQI;0.027013265;27;16;0
BDI;PSQI;0.151459627;28;16;0.151459627
KSS;PSQI;-0.014454479;29;16;0
Sleep Duration;PSQI;0.04998342;30;16;0
ERP;PSQI;0;31;16;0
FOSQ;PSQI;0;32;16;0
Neuropsy;PSQI;0;33;16;0
ODI;PSQI;0;34;16;0
SF36;PSQI;0.115157654;35;16;0.115157654
traumatic brain injury;PSQI;0.029771353;36;16;0
FSS;PSQI;0.095666473;37;16;0.095666473
Sleep Behavior;PSQI;0;38;16;0
SSS;PSQI;0;39;16;0
night time sleep;PSQI;0;40;16;0
MRI;PSQI;-0.021299621;41;16;0
sleep wake disturbances;PSQI;0;42;16;0
parasomnia;PSQI;-0.021108975;43;16;0
lowest oxygen saturation;PSQI;0;44;16;0
upper airway resistance;PSQI;0;45;16;0
prevalence sleep disorders;PSQI;0;46;16;0
Nervous system;PSQI;-0.032472964;47;16;0
stop bang questionnaire;PSQI;0.028824683;48;16;0
slow wave sleep;PSQI;-0.019496846;49;16;0
sleep breathing disorders;PSQI;0;50;16;0
upper airway obstruction;PSQI;-0.022152343;51;16;0
motor vehicle accidents;PSQI;-0.021671583;52;16;0
sleep wake cycle;PSQI;0;53;16;0
circadian rhythm sleep;PSQI;0;54;16;0
Neurophysiology;PSQI;-0.019426881;55;16;0
patients moderate severe;PSQI;0;56;16;0
sleep habits questionnaire;PSQI;0;57;16;0
VAS;PSQI;0.012143615;58;16;0
patients mild moderate;PSQI;0;59;16;0
activities daily living;PSQI;0;60;16;0
index sleepiness scale;PSQI;0.234259882;61;16;0.234259882
difficulty falling asleep;PSQI;0;62;16;0
heart rate variability;PSQI;0;63;16;0
sleepiness scale score;PSQI;0;64;16;0
patients obstructive syndrome;PSQI;0;65;16;0
UPDRS;PSQI;0.024919822;66;16;0
Classification of sleep disorders;PSQI;0;67;16;0
sleep disorders common;PSQI;0;68;16;0
sleep index sleepiness;PSQI;0.280712831;69;16;0.280712831
sleep time sleep;PSQI;0.026809697;70;16;0
mild moderate severe;PSQI;-0.011406357;71;16;0
HAD;PSQI;0.091415047;72;16;0.091415047
sleepiness sleepiness scale;PSQI;0.039744901;73;16;0
Classification of sleep disorders;PSQI;0;67;16;0
sleep disorder characterized;PSQI;-0.024090452;75;16;0
quality index sleepiness;PSQI;0.291947363;76;16;0.291947363
CPAP;MSLT;-0.033140812;1;17;0
AHI;MSLT;-0.04480482;2;17;0
ESS;MSLT;-0.035708662;3;17;0
OSAS;MSLT;-0.061092578;4;17;0
PD;MSLT;0;5;17;0
RLS;MSLT;0;6;17;0
ADHD;MSLT;0;7;17;0
SDB;MSLT;0;8;17;0
EDS;MSLT;0.092501705;9;17;0.092501705
PSG;MSLT;0.1804557;10;17;0.1804557
REM;MSLT;0.177055306;11;17;0.177055306
EEG;MSLT;0.041938256;12;17;0
Insomnia;MSLT;-0.038461177;13;17;0
QoL;MSLT;-0.064470209;14;17;0
Arousal;MSLT;0.042336163;15;17;0
PSQI;MSLT;-0.067324882;16;17;0
Narcolepsy;MSLT;0.239681414;18;17;0.239681414
PVT;MSLT;0.035045296;19;17;0
Hypersomnia;MSLT;0.149495373;20;17;0.149495373
Sleep Quality;MSLT;-0.089604336;21;17;0.089604336
RDI;MSLT;0;22;17;0
BMI;MSLT;-0.043842785;23;17;0
children;MSLT;-0.029046831;24;17;0
MWT;MSLT;0.163306713;25;17;0.163306713
ISI;MSLT;-0.023990791;26;17;0
TST;MSLT;0.151011752;27;17;0.151011752
BDI;MSLT;0;28;17;0
KSS;MSLT;0;29;17;0
Sleep Duration;MSLT;-0.039519134;30;17;0
ERP;MSLT;0.034403776;31;17;0
FOSQ;MSLT;0;32;17;0
Neuropsy;MSLT;0;33;17;0
ODI;MSLT;-0.032944471;34;17;0
SF36;MSLT;-0.032026153;35;17;0
traumatic brain injury;MSLT;0;36;17;0
FSS;MSLT;0;37;17;0
Sleep Behavior;MSLT;0;38;17;0
SSS;MSLT;0.076094782;39;17;0
night time sleep;MSLT;0;40;17;0
MRI;MSLT;0;41;17;0
sleep wake disturbances;MSLT;0;42;17;0
parasomnia;MSLT;0;43;17;0
lowest oxygen saturation;MSLT;0;44;17;0
upper airway resistance;MSLT;0.026041043;45;17;0
prevalence sleep disorders;MSLT;0;46;17;0
Nervous system;MSLT;0;47;17;0
stop bang questionnaire;MSLT;-0.022406562;48;17;0
slow wave sleep;MSLT;0.03626614;49;17;0
sleep breathing disorders;MSLT;0;50;17;0
upper airway obstruction;MSLT;0;51;17;0
motor vehicle accidents;MSLT;0;52;17;0
sleep wake cycle;MSLT;0;53;17;0
circadian rhythm sleep;MSLT;0;54;17;0
Neurophysiology;MSLT;0.064135375;55;17;0
patients moderate severe;MSLT;-0.023159256;56;17;0
sleep habits questionnaire;MSLT;-0.020064619;57;17;0
VAS;MSLT;0;58;17;0
patients mild moderate;MSLT;0;59;17;0
activities daily living;MSLT;0;60;17;0
index sleepiness scale;MSLT;-0.02268157;61;17;0
difficulty falling asleep;MSLT;0;62;17;0
